year,province,career_path_name,earnedIncome,prov_tax_amt,fed_tax_amt,tax_amt,current_endevor,afterTaxIncome,afterTaxAndCostsIncome,amtSavedThisYear,expenditureBias,Housing,Food,Transportation,educationCost,totalLivingCosts,contributions,investment_low,investment_avg,investment_high,investment_developTradingBot,yrs_Programming & Software Development,yrs_Version Control (Git),yrs_System Design & Architecture,yrs_Agile & DevOps Practices,yrs_Network Security,yrs_Security Monitoring & SIEM,yrs_Incident Response,yrs_Threat Analysis & Intelligence,yrs_Vulnerability Assessment,yrs_IT Consulting & Client Engagement,yrs_Business Process Analysis,yrs_Project Management,yrs_Enterprise Systems & ERP,yrs_PLC & Control System Programming,yrs_Instrumentation Calibration & Maintenance,yrs_Process Control & SCADA,yrs_Electrical Systems & Wiring,yrs_Industrial Cybersecurity,yrs_OT/IT Network Integration,yrs_Risk Assessment & Compliance (OT)
2050,Saskatchewan,I&C to Cybersecurity,241952.01033950166,30876.30149922774,54481.41299845548,85357.71449768322,Industrial Cybersecurity Analyst,156594.29584181844,85531.77487884242,85531.77487884242,0.0,36911.579974441236,19514.82342201988,14636.11756651491,0.0,71062.52096297602,85531.77487884242,1405176.4020279772,2133605.3515807334,3373275.597357155,15635493.577067193,0,0,0,0,6,6,0,0,0,0,0,0,0,25,19,25,19,9,6,9
2051,Saskatchewan,I&C to Cybersecurity,254194.78206268043,32651.503399088662,58031.81679817732,90683.32019726599,Industrial Cybersecurity Analyst,163511.46186541446,89947.94947380475,89947.94947380475,0.0,38388.043173418875,20100.268124680475,15075.201093510357,0.0,73563.5123916097,89947.94947380475,1565383.171603181,2436913.8362126118,3969214.8864345327,20416089.599661157,0,0,0,0,7,7,0,0,0,0,0,0,0,26,19,26,19,10,7,10
2052,Saskatchewan,I&C to Cybersecurity,267057.0380350521,34516.53051508255,62104.87255156718,96621.40306664974,Industrial Cybersecurity Analyst,170435.63496840233,94281.33677331013,94281.33677331013,0.0,39923.56490035563,20703.276168420893,15527.457126315667,0.0,76154.2981950922,94281.33677331013,1737933.66695665,2774886.5566071835,4658878.456173022,26635197.816332813,0,0,0,0,8,8,0,0,0,0,0,0,0,27,19,27,19,11,8,11
2053,Saskatchewan,I&C to Cybersecurity,280570.1241596257,36475.92800314572,66564.19097267647,103040.11897582219,Industrial Cybersecurity Analyst,177530.0051838035,98691.84239385498,98691.84239385498,0.0,41520.50749636986,21324.374453473516,15993.28084010514,0.0,78838.16278994852,98691.84239385498,1923522.1926983376,3151067.0546617573,5456402.06699283,34724449.00362651,0,0,0,0,9,9,0,0,0,0,0,0,0,28,19,28,19,12,9,12
2054,Saskatchewan,I&C to Cybersecurity,294766.97244210273,38534.4710041049,71249.15090589391,109783.62190999881,Industrial Cybersecurity Analyst,184983.3505321039,103364.83778349323,103364.83778349323,0.0,43181.32779622466,21964.105687077725,16473.079265308294,0.0,81618.51274861068,103364.83778349323,2123063.140116748,3569538.5979114263,6378227.2148252465,45245148.542497955,0,0,0,0,10,10,0,0,0,0,0,0,0,29,19,29,19,13,10,13
2055,Saskatchewan,I&C to Cybersecurity,309682.1812476731,40697.1762809126,76171.16981173214,116868.34609264473,Industrial Cybersecurity Analyst,192813.83515502838,108314.95374599713,108314.95374599713,0.0,44908.58090807365,22623.028857690057,16967.271643267544,0.0,84498.88140903125,108314.95374599713,2337531.2508685826,4034807.4114485662,7443276.25079503,58927008.05899334,0,0,0,0,11,11,0,0,0,0,0,0,0,30,19,30,19,14,11,14
2056,Saskatchewan,I&C to Cybersecurity,325352.0996188054,42969.314444726784,81342.24287420578,124311.55731893257,Industrial Cybersecurity Analyst,201040.54229987285,113557.60863948992,113557.60863948992,0.0,46704.9241443966,23301.719723420756,17476.289792565567,0.0,87482.93366038293,113557.60863948992,2567965.422051502,4551845.7612329135,8673325.297053773,76718668.08533084,0,0,0,0,12,12,0,0,0,0,0,0,0,31,19,31,19,15,12,15
2057,Saskatchewan,I&C to Cybersecurity,341814.91585951694,45356.42279962996,86774.9722336406,132131.39503327056,Industrial Cybersecurity Analyst,209683.5208262464,119109.04991460801,119109.04991460801,0.0,48573.12111017246,24000.771315123377,18000.578486342536,0.0,90574.47091163837,119109.04991460801,2815472.743068685,5126139.387270813,10093433.141526446,99853377.56084472,0,0,0,0,13,13,0,0,0,0,0,0,0,32,19,32,19,16,13,16
2058,Saskatchewan,I&C to Cybersecurity,359110.7506020085,47864.31883729123,92482.59769866281,140346.91653595405,Industrial Cybersecurity Analyst,218763.83406605443,124986.39781596517,124986.39781596517,0.0,50516.045954579364,24720.794454577084,18540.595840932812,0.0,93777.43625008926,124986.39781596517,3081232.7780380845,5763739.72381386,11732434.510571377,129934377.22691411,0,0,0,0,14,14,0,0,0,0,0,0,0,33,19,33,19,17,14,17
2059,Saskatchewan,I&C to Cybersecurity,377281.7545824701,50499.11441445816,98479.02901221513,148978.1434266733,Industrial Cybersecurity Analyst,228303.6111557968,131207.69135865907,131207.69135865907,0.0,52536.68779276254,25462.418288214398,19096.813716160796,0.0,97095.91979713773,131207.69135865907,3366502.1082986477,6471321.387553906,13623507.378515743,169045898.086347,0,0,0,0,15,15,0,0,0,0,0,0,0,34,19,34,19,18,15,18
2060,Saskatchewan,I&C to Cybersecurity,396372.2113643431,53267.230647829754,104778.87975023323,158046.11039806297,Industrial Cybersecurity Analyst,238326.10096628015,137791.93669730067,137791.93669730067,0.0,54638.15530447304,26226.290836860826,19669.718127645618,0.0,100534.16426897948,137791.93669730067,3672619.150410881,7256245.463006598,15804825.421990404,219897459.44894844,0,0,0,0,16,16,0,0,0,0,0,0,0,35,19,35,19,19,16,19
2061,Saskatchewan,I&C to Cybersecurity,416428.6452593788,56175.41356260993,111397.50293559502,167572.91649820496,Industrial Cybersecurity Analyst,248855.72876117387,144759.15801108026,144759.15801108026,0.0,56823.68151665197,27013.079561966653,20259.80967147499,0.0,104096.57075009361,144759.15801108026,4001009.265942505,8126629.167318339,18320308.39330004,286011456.4416441,0,0,0,0,17,17,0,0,0,0,0,0,0,36,19,36,19,20,17,20
2062,Saskatchewan,I&C to Cybersecurity,437499.9347095034,59230.75053287799,118351.02845413612,177581.7789870141,Industrial Cybersecurity Analyst,259918.15572248926,152130.4510347263,152130.4510347263,0.0,59096.628777318045,27823.471948825652,20867.603961619243,0.0,107787.70468776295,152130.4510347263,4353190.180274357,9091422.535084901,21220485.10332977,371967023.825172,0,0,0,0,18,18,0,0,0,0,0,0,0,37,19,37,19,21,18,21
2063,Saskatchewan,I&C to Cybersecurity,459637.4314058043,62440.68755384162,125656.40236391542,188097.08991775702,Industrial Cybersecurity Analyst,271540.34148804727,159928.03937187826,159928.03937187826,0.0,61460.49392841076,28658.176107290426,21493.632080467818,0.0,111612.30211616901,159928.03937187826,4730777.728659953,10160492.82796527,24563485.908201113,483717059.0120955,0,0,0,0,19,19,0,0,0,0,0,0,0,38,19,38,19,22,19,22
2064,Saskatchewan,I&C to Cybersecurity,482895.08543493797,65813.047388066,133331.42819352954,199144.47558159556,Industrial Cybersecurity Analyst,283750.6098533424,168175.33373440424,168175.33373440424,0.0,63918.913685547195,29517.92139050914,22138.441042881856,0.0,115575.27611893819,168175.33373440424,5135491.948827355,11344717.444496203,28416184.12816568,629000352.0494586,0,0,0,0,20,20,0,0,0,0,0,0,0,39,19,39,19,23,20,23
2065,Saskatchewan,I&C to Cybersecurity,507329.57675794576,69356.04862990213,141394.81033012213,210750.85896002426,Industrial Cybersecurity Analyst,296578.7177979215,176896.99425855966,176896.99425855966,0.0,66475.6702329691,30403.459032224415,22802.59427416831,0.0,119681.72353936183,176896.99425855966,5569163.540527282,12656086.183204385,32855508.74164909,817877354.6585548,0,0,0,0,21,21,0,0,0,0,0,0,0,40,19,40,19,24,21,24
2066,Saskatchewan,I&C to Cybersecurity,533000.4533418978,73078.32573457518,149866.19960282627,222944.52533740143,Industrial Cybersecurity Analyst,310055.9280044964,186118.996056624,186118.996056624,0.0,69134.69704228787,31315.562803191147,23486.67210239336,0.0,123936.93194787238,186118.996056624,6033740.71361027,14107813.797581447,37969954.04895308,1063426680.0521779,0,0,0,0,22,22,0,0,0,0,0,0,0,41,19,41,19,25,22,25
2067,Saskatchewan,I&C to Cybersecurity,559970.2762809979,76988.95006074468,158766.2411727293,235755.19123347398,Industrial Cybersecurity Analyst,324215.08504752396,195868.69817079254,195868.69817079254,0.0,71900.08492397936,32255.02968728688,24191.272265465162,0.0,128346.3868767314,195868.69817079254,6531296.447461576,15714463.875510385,43861315.85446683,1382650552.7660022,0,0,0,0,23,23,0,0,0,0,0,0,0,42,19,42,19,26,23,26
2068,Saskatchewan,I&C to Cybersecurity,588304.7722608164,81097.45197781837,168116.62484606943,249214.07682388782,Industrial Cybersecurity Analyst,339090.6954369286,206174.91610465545,206174.91610465545,0.0,74776.08832093855,33222.680577905485,24917.010433429117,0.0,132915.77933227314,206174.91610465545,7064036.185939311,17492085.179166082,50646688.148741506,1797651893.5119073,0,0,0,0,24,24,0,0,0,0,0,0,0,43,19,43,19,27,24,27
2069,Saskatchewan,I&C to Cybersecurity,618072.9937372135,85413.84409189595,177940.1379332805,263353.98202517646,Industrial Cybersecurity Analyst,354719.0117120371,217067.99811658636,217067.99811658636,0.0,77767.1318537761,34219.36099524265,25664.52074643199,0.0,137651.01359545073,217067.99811658636,7634305.993352863,19458361.695199277,58460759.36916931,2337164529.5635962,0,0,0,0,25,25,0,0,0,0,0,0,0,44,19,44,19,28,25,28
2070,Saskatchewan,I&C to Cybersecurity,649347.4872203167,89948.64564694591,188260.7207827045,278209.3664296504,Industrial Cybersecurity Analyst,371138.12079066626,228579.90546881422,228579.90546881422,0.0,80877.81712792715,35245.94182509994,26434.456368824955,0.0,142558.21532185204,228579.90546881422,8244601.19848932,21632777.770188022,67458453.18001352,3038542468.3381443,0,0,0,0,26,26,0,0,0,0,0,0,0,45,19,45,19,29,26,29
2071,Saskatchewan,I&C to Cybersecurity,682204.4700736646,94712.90816068136,199103.5251243093,293816.43328499066,Industrial Cybersecurity Analyst,388388.0367886739,240744.29683588704,240744.29683588704,0.0,84112.92981304423,36303.320079852936,27227.490059889697,0.0,147643.73995278685,240744.29683588704,8897575.555249672,24036799.844042715,77817965.45385143,3950345953.1364236,0,0,0,0,27,27,0,0,0,0,0,0,0,46,19,46,19,30,27,30
2072,Saskatchewan,I&C to Cybersecurity,716724.0162593921,99718.24235761186,210494.97536559944,310213.2177232113,Industrial Cybersecurity Analyst,406510.79853618087,253596.61708667994,253596.61708667994,0.0,87477.447005566,37392.419682248525,28044.314761686393,0.0,152914.18144950093,253596.61708667994,9596050.950098837,26694076.445533667,89744256.88901582,5135703335.694437,0,0,0,0,28,28,0,0,0,0,0,0,0,47,19,47,19,31,28,31
2073,Saskatchewan,I&C to Cybersecurity,752990.2514821172,104976.846464907,222462.83298909868,327439.6794540057,Industrial Cybersecurity Analyst,425550.57202811155,267174.19066506997,267174.19066506997,0.0,90976.54488578864,38514.192272715976,28885.644204536984,0.0,158376.38136304158,267174.19066506997,10343027.68826885,29630658.280752108,103473069.61303325,6676681510.593433,0,0,0,0,29,29,0,0,0,0,0,0,0,48,19,48,19,32,29,32
2074,Saskatchewan,I&C to Cybersecurity,791091.5582071124,110501.53594003129,235036.26420834707,345537.80014837836,Industrial Cybersecurity Analyst,445553.758058734,281516.3198059433,281516.3198059433,0.0,94615.60668122019,39669.618040897454,29752.213530673096,0.0,164037.43825279074,281516.3198059433,11141695.392488236,32875240.428633265,119275546.37479419,8679967480.091269,0,0,0,0,30,30,0,0,0,0,0,0,0,49,19,49,19,33,30,33
2075,Saskatchewan,I&C to Cybersecurity,831120.7910523923,116305.77470259689,248245.9110472895,364551.6857498864,Industrial Cybersecurity Analyst,466569.10530250595,296664.38783531927,296664.38783531927,0.0,98400.23094846902,40859.70658212438,30644.779936593288,0.0,169904.71746718668,296664.38783531927,11995444.549947968,36459428.85933191,137463542.71884862,11284254388.506485,0,0,0,0,31,31,0,0,0,0,0,0,0,50,19,50,19,34,31,34
2026,Saskatchewan,Cybersecurity Focus with Education,39525.0,4150.125,5533.500000000001,9683.625,Masters in Cybersecurity,29841.375,-15308.625,0.0,0.0,14400.0,9600.0,7200.0,13950.0,45150.0,-15308.625,0.0,0.0,0.0,0.0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1
2027,Saskatchewan,Cybersecurity Focus with Education,39525.0,4150.125,5533.500000000001,9683.625,Masters in Cybersecurity,29841.375,-16388.625,0.0,0.0,14976.0,9888.0,7416.0,13950.0,46230.0,-16388.625,0.0,0.0,0.0,0.0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,2,2,2
2028,Saskatchewan,Cybersecurity Focus with Education,39525.0,4150.125,5533.500000000001,9683.625,Masters in Cybersecurity,29841.375,-17506.785000000003,0.0,0.0,15575.04,10184.64,7638.48,13950.0,47348.16,-17506.785000000003,0.0,0.0,0.0,0.0,0,0,0,0,3,3,3,3,3,0,0,0,0,0,0,0,0,3,3,3
2029,Saskatchewan,Cybersecurity Focus with Education,25575.0,2685.375,3580.5000000000005,6265.875,PhD in Cybersecurity,19309.125,-25709.230200000005,0.0,0.0,16198.0416,10490.1792,7867.634400000001,10462.5,45018.355200000005,-25709.230200000005,0.0,0.0,0.0,0.0,1,0,0,0,4,4,4,4,4,0,0,0,0,0,0,0,0,4,4,4
2030,Saskatchewan,Cybersecurity Focus with Education,25575.0,2685.375,3580.5000000000005,6265.875,PhD in Cybersecurity,19309.125,-26907.886272000003,0.0,0.0,16845.963264,10804.884576000002,8103.663432000001,10462.5,46217.011272,-26907.886272000003,0.0,0.0,0.0,0.0,2,0,0,0,5,5,5,5,5,0,0,0,0,0,0,0,0,5,5,5
2031,Saskatchewan,Cybersecurity Focus with Education,25575.0,2685.375,3580.5000000000005,6265.875,PhD in Cybersecurity,19309.125,-28148.9812428,0.0,0.0,17519.80179456,11129.03111328,8346.77333496,10462.5,47458.1062428,-28148.9812428,0.0,0.0,0.0,0.0,3,0,0,0,6,6,6,6,6,0,0,0,0,0,0,0,0,6,6,6
2032,Saskatchewan,Cybersecurity Focus with Education,60511.35703440751,6473.279629300939,8600.833192053542,15074.11282135448,SOC Level 1 Analyst,45437.24421305303,7156.571765023429,7156.571765023429,0.0,18220.593866342402,11462.902046678402,8597.1765350088,0.0,38280.6724480296,7156.571765023429,7156.571765023429,7156.571765023429,7156.571765023429,7156.571765023429,3,0,0,0,7,7,7,7,7,0,0,0,0,0,0,0,0,6,6,6
2033,Saskatchewan,Cybersecurity Focus with Education,63573.23170034853,6856.013962543566,9228.51749857145,16084.531461115015,SOC Level 1 Analyst,47488.70023923351,7877.401679099596,7877.401679099596,0.0,18949.4176209961,11806.789108078754,8855.091831059066,0.0,39611.29856013392,7877.401679099596,15391.802032374197,15749.630620625368,16107.459208876538,17180.944973630052,3,0,0,0,8,8,8,8,8,0,0,0,0,0,0,0,0,6,6,6
2034,Saskatchewan,Cybersecurity Focus with Education,66790.03722438616,7258.11465304827,9887.962630999165,17146.077284047435,SOC Level 1 Analyst,49643.959940338726,8654.828247190824,8654.828247190824,0.0,19707.394325835943,12160.992781321118,9120.744585990838,0.0,40989.1316931479,8654.828247190824,24816.22038118373,25979.421929878732,27178.406337398843,30990.056712909893,3,0,0,0,9,9,9,9,9,0,0,0,0,0,0,0,0,6,6,6
2035,Saskatchewan,Cybersecurity Focus with Education,70169.61310794011,7680.561638492513,10580.775687127723,18261.337325620236,SOC Level 1 Analyst,51908.27578231988,9492.396195119181,9492.396195119181,0.0,20495.69009886938,12525.82256476075,9394.366923570564,0.0,42415.879587200696,9492.396195119181,35549.427595362096,38069.76031798579,40747.563483127844,49779.46992190204,3,0,0,0,10,10,10,10,10,0,0,0,0,0,0,0,0,6,6,6
2036,Saskatchewan,Cybersecurity Focus with Education,104846.50031104266,12015.172538880332,17689.537563763748,29704.71010264408,SOC Level 2 Analyst,75141.79020839858,31248.477332593167,31248.477332593167,0.0,21315.51770282416,12901.597241703574,9676.19793127768,0.0,43893.312875805415,31248.477332593167,68575.37630772337,73125.21368237754,78108.1753381902,95961.78823106582,4,0,0,0,11,11,11,11,11,0,0,0,0,0,0,0,0,6,6,6
2037,Saskatchewan,Cybersecurity Focus with Education,110151.73322678142,12678.326653347678,18777.110311490193,31455.43696483787,SOC Level 2 Analyst,78696.29626194356,33273.02882283574,33273.02882283574,0.0,22168.13841093713,13288.645158954681,9966.483869216012,0.0,45423.26743910782,33273.02882283574,105277.17394594528,113710.76387345104,123097.43046175445,158023.3535232213,5,0,0,0,12,12,12,12,12,0,0,0,0,0,0,0,0,6,6,6
2038,Saskatchewan,Cybersecurity Focus with Education,115725.41092805655,13375.036366007069,19919.714240251593,33294.75060625866,SOC Level 2 Analyst,82430.66032179788,35423.01347540745,35423.01347540745,0.0,23054.863947374615,13687.30451372332,10265.478385292492,0.0,47007.64684639043,35423.01347540745,145964.04611865,160504.8537362036,176985.05850642506,240853.37305559515,6,0,0,0,13,13,13,13,13,0,0,0,0,0,0,0,0,6,6,6
2039,Saskatchewan,Cybersecurity Focus with Education,121581.11672101621,14106.999590127027,21369.620347464213,35476.61993759124,SOC Level 2 Analyst,86104.49678342497,37456.07189216908,37456.07189216908,0.0,23977.0585052696,14097.923649135024,10573.442736851266,0.0,48648.42489125589,37456.07189216908,190718.32031675157,214011.41100199305,240988.88917455787,350565.4568644428,7,0,0,0,14,14,14,14,14,0,0,0,0,0,0,0,0,6,6,6
2040,Saskatchewan,Cybersecurity Focus with Education,127733.12122709963,14876.000153387453,22969.141519045905,37845.141672433354,SOC Level 2 Analyst,89887.97955466628,39540.33133162002,39540.33133162002,0.0,24936.140845480382,14520.861358609072,10890.646018956806,0.0,50347.64822304626,39540.33133162002,239794.56766420917,274952.8834338124,316677.5538823615,495275.4252553957,8,0,0,0,15,15,15,15,15,0,0,0,0,0,0,0,0,6,6,6
2041,Saskatchewan,Cybersecurity Focus with Education,134196.41716119088,15683.91214514886,24649.598461909627,40333.51060705849,SOC Level 2 Analyst,93862.9065541324,41755.46747593994,41755.46747593994,0.0,25933.5864792996,14956.487199367346,11217.365399525508,0.0,52107.43907819245,41755.46747593994,293539.76352335955,344203.6392531336,405934.65444065566,685613.5203079543,9,0,0,0,16,16,16,16,16,0,0,0,0,0,0,0,0,6,6,6
2042,Saskatchewan,Cybersecurity Focus with Education,140986.75586954714,16532.704483693393,26415.086526082254,42947.79100977565,SOC Level 2 Analyst,98038.96485977148,44108.96674444026,44108.96674444026,0.0,26970.929938471585,15405.181815348365,11553.886361511275,0.0,53929.998115331226,44108.96674444026,352325.7184439678,422732.9699228873,510933.81935119425,935406.5431447809,10,0,0,0,17,17,17,17,17,0,0,0,0,0,0,0,0,6,6,6
2043,Saskatchewan,Cybersecurity Focus with Education,171264.54285975656,20626.618714664703,34287.3111435367,54913.9298582014,Industrial Cybersecurity Analyst,116350.61300155516,60533.00564337928,60533.00564337928,0.0,28049.76713601045,15867.337269808817,11900.502952356612,0.0,55817.60735817588,60533.00564337928,430475.0100095455,525539.2725585554,648106.8978972526,1276561.5117315943,10,0,0,0,18,18,17,17,17,0,0,0,0,1,0,1,0,7,7,7
2044,Saskatchewan,Cybersecurity Focus with Education,179930.52872846022,21883.186665626734,36540.46746939966,58423.65413502639,Industrial Cybersecurity Analyst,121506.87459343384,63734.24134315257,63734.24134315257,0.0,29171.75782145087,16343.357387903085,12257.518040927313,0.0,57772.633250281266,63734.24134315257,515733.00185317534,641827.4411575636,809057.173924993,1723264.2065942253,10,0,0,0,19,19,17,17,17,0,0,0,0,2,0,2,0,8,8,8
2045,Saskatchewan,Cybersecurity Focus with Education,189035.0134821203,23203.33695490744,39135.48390981489,62338.82086472233,Industrial Cybersecurity Analyst,126696.19261739796,66898.66279139374,66898.66279139374,0.0,30338.628134308907,16833.658109540178,12625.24358215513,0.0,59797.52982600422,66898.66279139374,608418.3147372279,772908.8480647136,997314.4128051356,2307142.1313638864,10,0,0,0,20,20,17,17,17,0,0,0,0,3,0,3,0,9,9,9
2046,Saskatchewan,Cybersecurity Focus with Education,198600.1851643156,24590.286848825763,41909.38369765152,66499.67054647728,Industrial Cybersecurity Analyst,132100.51461783831,70205.6726157109,70205.6726157109,0.0,31552.173259681258,17338.66785282638,13004.000889619787,0.0,61894.84200212742,70205.6726157109,709044.9030898002,920405.4054868959,1217117.2473416168,3069490.4433887633,10,0,0,0,21,21,17,17,17,0,0,0,0,4,0,4,0,10,10,10
